"FormatVersion","v1.0"
"Disclaimer","This pricing list is for informational purposes only. All prices are subject to the additional terms included in the pricing pages on http://aws.amazon.com. All Free Tier prices are also subject to the terms included at https://aws.amazon.com/free/"
"Publication Date","2025-01-09T22:17:59Z"
"Version","20250109221759"
"OfferCode","AWSB2Bi"
"SKU","OfferTermCode","RateCode","TermType","PriceDescription","EffectiveDate","StartingRange","EndingRange","Unit","PricePerUnit","Currency","Product Family","serviceCode","Location","Location Type","usageType","operation","Input Format","Output Format","Region Code","serviceName","Type"
"AC6C4NJ3S4SA7ZJU","JRTCKXETXF","AC6C4NJ3S4SA7ZJU.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.01 per JSON:X12-540 Transformation in US East (N. Virginia)","2025-01-01","0","Inf","Transformations","0.0100000000","USD","AWS B2B Data Interchange","AWSB2Bi","US East (N. Virginia)","AWS Region","USE1-LargeOutboundTranslations","JSON:X12-540","Default JSON (Large)","X12-540","us-east-1","AWS B2B Data Interchange",
"ACVA5ATBGGY7F6UD","JRTCKXETXF","ACVA5ATBGGY7F6UD.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.01 per X12-602:XML Transformation in US East (N. Virginia)","2025-01-01","0","Inf","Transformations","0.0100000000","USD","AWS B2B Data Interchange","AWSB2Bi","US East (N. Virginia)","AWS Region","USE1-LargeInboundTranslations","X12-602:XML","X12-602 (Large)","Default XML","us-east-1","AWS B2B Data Interchange",
"ADC6F8W4EVWJYDV3","JRTCKXETXF","ADC6F8W4EVWJYDV3.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.01 per X12-176:XML Transformation in US East (N. Virginia)","2025-01-01","0","Inf","Transformations","0.0100000000","USD","AWS B2B Data Interchange","AWSB2Bi","US East (N. Virginia)","AWS Region","USE1-LargeInboundTranslations","X12-176:XML","X12-176 (Large)","Default XML","us-east-1","AWS B2B Data Interchange",
"ADM27B4TX4ZP784S","JRTCKXETXF","ADM27B4TX4ZP784S.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.01 per X12-848:JSON Transformation in US East (N. Virginia)","2025-01-01","0","Inf","Transformations","0.0100000000","USD","AWS B2B Data Interchange","AWSB2Bi","US East (N. Virginia)","AWS Region","USE1-LargeInboundTranslations","X12-848:JSON","X12-848 (Large)","Default JSON","us-east-1","AWS B2B Data Interchange",
"ADWH5ZG8UXDZ43ND","JRTCKXETXF","ADWH5ZG8UXDZ43ND.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.01 per X12-202:XML Transformation in US East (N. Virginia)","2025-01-01","0","Inf","Transformations","0.0100000000","USD","AWS B2B Data Interchange","AWSB2Bi","US East (N. Virginia)","AWS Region","USE1-LargeInboundTranslations","X12-202:XML","X12-202 (Large)","Default XML","us-east-1","AWS B2B Data Interchange",
"AEDVA25F6UU7D6EZ","JRTCKXETXF","AEDVA25F6UU7D6EZ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.01 per X12-304:XML Transformation in US East (N. Virginia)","2025-01-01","0","Inf","Transformations","0.0100000000","USD","AWS B2B Data Interchange","AWSB2Bi","US East (N. Virginia)","AWS Region","USE1-InboundTranslations","X12-304:XML","X12-304","Default XML","us-east-1","AWS B2B Data Interchange",
"AF9VJWTA3QGE5SVR","JRTCKXETXF","AF9VJWTA3QGE5SVR.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.01 per JSON:X12-837_X292 Transformation in US East (N. Virginia)","2025-01-01","0","Inf","Transformations","0.0100000000","USD","AWS B2B Data Interchange","AWSB2Bi","US East (N. Virginia)","AWS Region","USE1-OutboundTranslations","JSON:X12-837_X292","Default JSON","X12-837_X292","us-east-1","AWS B2B Data Interchange",
"AG876XPAF36VS5YG","JRTCKXETXF","AG876XPAF36VS5YG.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.01 per X12-895:XML Transformation in US East (N. Virginia)","2025-01-01","0","Inf","Transformations","0.0100000000","USD","AWS B2B Data Interchange","AWSB2Bi","US East (N. Virginia)","AWS Region","USE1-InboundTranslations","X12-895:XML","X12-895","Default XML","us-east-1","AWS B2B Data Interchange",
"AGASSRFJA77YFVHT","JRTCKXETXF","AGASSRFJA77YFVHT.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.01 per X12-250:XML Transformation in US East (N. Virginia)","2025-01-01","0","Inf","Transformations","0.0100000000","USD","AWS B2B Data Interchange","AWSB2Bi","US East (N. Virginia)","AWS Region","USE1-InboundTranslations","X12-250:XML","X12-250","Default XML","us-east-1","AWS B2B Data Interchange",
"AGHXNFD29T4UCDR6","JRTCKXETXF","AGHXNFD29T4UCDR6.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.01 per JSON:X12-286 Transformation in US East (N. Virginia)","2025-01-01","0","Inf","Transformations","0.0100000000","USD","AWS B2B Data Interchange","AWSB2Bi","US East (N. Virginia)","AWS Region","USE1-OutboundTranslations","JSON:X12-286","Default JSON","X12-286","us-east-1","AWS B2B Data Interchange",
"AGMJ8APCP4Y467K5","JRTCKXETXF","AGMJ8APCP4Y467K5.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.01 per JSON:X12-871 Transformation in US East (N. Virginia)","2025-01-01","0","Inf","Transformations","0.0100000000","USD","AWS B2B Data Interchange","AWSB2Bi","US East (N. Virginia)","AWS Region","USE1-OutboundTranslations","JSON:X12-871","Default JSON","X12-871","us-east-1","AWS B2B Data Interchange",
"AH3QXQ9489BBFPBW","JRTCKXETXF","AH3QXQ9489BBFPBW.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.01 per X12-947:XML Transformation in US East (N. Virginia)","2025-01-01","0","Inf","Transformations","0.0100000000","USD","AWS B2B Data Interchange","AWSB2Bi","US East (N. Virginia)","AWS Region","USE1-LargeInboundTranslations","X12-947:XML","X12-947 (Large)","Default XML","us-east-1","AWS B2B Data Interchange",
"AH589SKSE3HXQ33T","JRTCKXETXF","AH589SKSE3HXQ33T.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.01 per XML:X12-860 Transformation in US East (N. Virginia)","2025-01-01","0","Inf","Transformations","0.0100000000","USD","AWS B2B Data Interchange","AWSB2Bi","US East (N. Virginia)","AWS Region","USE1-LargeOutboundTranslations","XML:X12-860","Default XML (Large)","X12-860","us-east-1","AWS B2B Data Interchange",
"AH7AQ928G8PSGEYP","JRTCKXETXF","AH7AQ928G8PSGEYP.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.01 per JSON:X12-147 Transformation in US East (N. Virginia)","2025-01-01","0","Inf","Transformations","0.0100000000","USD","AWS B2B Data Interchange","AWSB2Bi","US East (N. Virginia)","AWS Region","USE1-OutboundTranslations","JSON:X12-147","Default JSON","X12-147","us-east-1","AWS B2B Data Interchange",
"AHBP6WKD282W55UC","JRTCKXETXF","AHBP6WKD282W55UC.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.01 per X12-420:XML Transformation in US East (N. Virginia)","2025-01-01","0","Inf","Transformations","0.0100000000","USD","AWS B2B Data Interchange","AWSB2Bi","US East (N. Virginia)","AWS Region","USE1-LargeInboundTranslations","X12-420:XML","X12-420 (Large)","Default XML","us-east-1","AWS B2B Data Interchange",
"AHKDCJHQRM2VU2NY","JRTCKXETXF","AHKDCJHQRM2VU2NY.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.01 per JSON:X12-125 Transformation in US East (N. Virginia)","2025-01-01","0","Inf","Transformations","0.0100000000","USD","AWS B2B Data Interchange","AWSB2Bi","US East (N. Virginia)","AWS Region","USE1-LargeOutboundTranslations","JSON:X12-125","Default JSON (Large)","X12-125","us-east-1","AWS B2B Data Interchange",
"AJF7A49854FPVB9X","JRTCKXETXF","AJF7A49854FPVB9X.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.01 per XML:X12-263 Transformation in US East (N. Virginia)","2025-01-01","0","Inf","Transformations","0.0100000000","USD","AWS B2B Data Interchange","AWSB2Bi","US East (N. Virginia)","AWS Region","USE1-LargeOutboundTranslations","XML:X12-263","Default XML (Large)","X12-263","us-east-1","AWS B2B Data Interchange",
"AJV49NGJ8DAQZH8E","JRTCKXETXF","AJV49NGJ8DAQZH8E.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.01 per JSON:X12-175 Transformation in US East (N. Virginia)","2025-01-01","0","Inf","Transformations","0.0100000000","USD","AWS B2B Data Interchange","AWSB2Bi","US East (N. Virginia)","AWS Region","USE1-LargeOutboundTranslations","JSON:X12-175","Default JSON (Large)","X12-175","us-east-1","AWS B2B Data Interchange",
"AK2SHK5K7ZMA4XA6","JRTCKXETXF","AK2SHK5K7ZMA4XA6.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.01 per X12-249:XML Transformation in US East (N. Virginia)","2025-01-01","0","Inf","Transformations","0.0100000000","USD","AWS B2B Data Interchange","AWSB2Bi","US East (N. Virginia)","AWS Region","USE1-LargeInboundTranslations","X12-249:XML","X12-249 (Large)","Default XML","us-east-1","AWS B2B Data Interchange",
"AK9JJ3DD522QMERM","JRTCKXETXF","AK9JJ3DD522QMERM.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.01 per X12-196:XML Transformation in US East (N. Virginia)","2025-01-01","0","Inf","Transformations","0.0100000000","USD","AWS B2B Data Interchange","AWSB2Bi","US East (N. Virginia)","AWS Region","USE1-LargeInboundTranslations","X12-196:XML","X12-196 (Large)","Default XML","us-east-1","AWS B2B Data Interchange",
"AKTZESQF4BMSNPDX","JRTCKXETXF","AKTZESQF4BMSNPDX.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.01 per JSON:X12-944 Transformation in US East (N. Virginia)","2025-01-01","0","Inf","Transformations","0.0100000000","USD","AWS B2B Data Interchange","AWSB2Bi","US East (N. Virginia)","AWS Region","USE1-OutboundTranslations","JSON:X12-944","Default JSON","X12-944","us-east-1","AWS B2B Data Interchange",
"AKUT335VN2ZPDHQP","JRTCKXETXF","AKUT335VN2ZPDHQP.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.01 per X12-107:XML Transformation in US East (N. Virginia)","2025-01-01","0","Inf","Transformations","0.0100000000","USD","AWS B2B Data Interchange","AWSB2Bi","US East (N. Virginia)","AWS Region","USE1-InboundTranslations","X12-107:XML","X12-107","Default XML","us-east-1","AWS B2B Data Interchange",
"AM9EVB9UYNBCF4RZ","JRTCKXETXF","AM9EVB9UYNBCF4RZ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.01 per JSON:X12-568 Transformation in US East (N. Virginia)","2025-01-01","0","Inf","Transformations","0.0100000000","USD","AWS B2B Data Interchange","AWSB2Bi","US East (N. Virginia)","AWS Region","USE1-LargeOutboundTranslations","JSON:X12-568","Default JSON (Large)","X12-568","us-east-1","AWS B2B Data Interchange",
"AMA8AVM889PRD8G6","JRTCKXETXF","AMA8AVM889PRD8G6.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.01 per JSON:X12-851 Transformation in US East (N. Virginia)","2025-01-01","0","Inf","Transformations","0.0100000000","USD","AWS B2B Data Interchange","AWSB2Bi","US East (N. Virginia)","AWS Region","USE1-LargeOutboundTranslations","JSON:X12-851","Default JSON (Large)","X12-851","us-east-1","AWS B2B Data Interchange",
"AMS77MBFSGDHK7RQ","JRTCKXETXF","AMS77MBFSGDHK7RQ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.01 per X12-284:JSON Transformation in US East (N. Virginia)","2025-01-01","0","Inf","Transformations","0.0100000000","USD","AWS B2B Data Interchange","AWSB2Bi","US East (N. Virginia)","AWS Region","USE1-LargeInboundTranslations","X12-284:JSON","X12-284 (Large)","Default JSON","us-east-1","AWS B2B Data Interchange",
"AMZYFA6MYBJVABC7","JRTCKXETXF","AMZYFA6MYBJVABC7.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.01 per XML:X12-270 Transformation in US East (N. Virginia)","2025-01-01","0","Inf","Transformations","0.0100000000","USD","AWS B2B Data Interchange","AWSB2Bi","US East (N. Virginia)","AWS Region","USE1-LargeOutboundTranslations","XML:X12-270","Default XML (Large)","X12-270","us-east-1","AWS B2B Data Interchange",
"ANVJEFFHWYURCPKD","JRTCKXETXF","ANVJEFFHWYURCPKD.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.01 per X12-862:JSON Transformation in US East (N. Virginia)","2025-01-01","0","Inf","Transformations","0.0100000000","USD","AWS B2B Data Interchange","AWSB2Bi","US East (N. Virginia)","AWS Region","USE1-LargeInboundTranslations","X12-862:JSON","X12-862 (Large)","Default JSON","us-east-1","AWS B2B Data Interchange",
"AP2BU2Q2D5RFPXP6","JRTCKXETXF","AP2BU2Q2D5RFPXP6.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.01 per XML:X12-832 Transformation in US East (N. Virginia)","2025-01-01","0","Inf","Transformations","0.0100000000","USD","AWS B2B Data Interchange","AWSB2Bi","US East (N. Virginia)","AWS Region","USE1-OutboundTranslations","XML:X12-832","Default XML","X12-832","us-east-1","AWS B2B Data Interchange",
"APASCK4G88ZMU6YG","JRTCKXETXF","APASCK4G88ZMU6YG.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.01 per JSON:X12-837_X300 Transformation in US East (N. Virginia)","2025-01-01","0","Inf","Transformations","0.0100000000","USD","AWS B2B Data Interchange","AWSB2Bi","US East (N. Virginia)","AWS Region","USE1-OutboundTranslations","JSON:X12-837_X300","Default JSON","X12-837_X300","us-east-1","AWS B2B Data Interchange",
"APQ8UFPDCX63WT5V","JRTCKXETXF","APQ8UFPDCX63WT5V.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.01 per X12-842:XML Transformation in US East (N. Virginia)","2025-01-01","0","Inf","Transformations","0.0100000000","USD","AWS B2B Data Interchange","AWSB2Bi","US East (N. Virginia)","AWS Region","USE1-InboundTranslations","X12-842:XML","X12-842","Default XML","us-east-1","AWS B2B Data Interchange",
"APVG39KYXEWS8FAV","JRTCKXETXF","APVG39KYXEWS8FAV.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.01 per X12-265:JSON Transformation in US East (N. Virginia)","2025-01-01","0","Inf","Transformations","0.0100000000","USD","AWS B2B Data Interchange","AWSB2Bi","US East (N. Virginia)","AWS Region","USE1-LargeInboundTranslations","X12-265:JSON","X12-265 (Large)","Default JSON","us-east-1","AWS B2B Data Interchange",
"AQ6DX5C8R766ZTV2","JRTCKXETXF","AQ6DX5C8R766ZTV2.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.01 per XML:X12-993 Transformation in US East (N. Virginia)","2025-01-01","0","Inf","Transformations","0.0100000000","USD","AWS B2B Data Interchange","AWSB2Bi","US East (N. Virginia)","AWS Region","USE1-LargeOutboundTranslations","XML:X12-993","Default XML (Large)","X12-993","us-east-1","AWS B2B Data Interchange",
"AQCCNUXER86JCXPH","JRTCKXETXF","AQCCNUXER86JCXPH.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.01 per XML:X12-255 Transformation in US East (N. Virginia)","2025-01-01","0","Inf","Transformations","0.0100000000","USD","AWS B2B Data Interchange","AWSB2Bi","US East (N. Virginia)","AWS Region","USE1-OutboundTranslations","XML:X12-255","Default XML","X12-255","us-east-1","AWS B2B Data Interchange",
"AQDZZ5EYVJYAGC8V","JRTCKXETXF","AQDZZ5EYVJYAGC8V.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.01 per JSON:X12-819 Transformation in US East (N. Virginia)","2025-01-01","0","Inf","Transformations","0.0100000000","USD","AWS B2B Data Interchange","AWSB2Bi","US East (N. Virginia)","AWS Region","USE1-OutboundTranslations","JSON:X12-819","Default JSON","X12-819","us-east-1","AWS B2B Data Interchange",
"ARM89448PUP9E39E","JRTCKXETXF","ARM89448PUP9E39E.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.01 per X12-849:XML Transformation in US East (N. Virginia)","2025-01-01","0","Inf","Transformations","0.0100000000","USD","AWS B2B Data Interchange","AWSB2Bi","US East (N. Virginia)","AWS Region","USE1-InboundTranslations","X12-849:XML","X12-849","Default XML","us-east-1","AWS B2B Data Interchange",
"ARTHA4UKDGGX83JJ","JRTCKXETXF","ARTHA4UKDGGX83JJ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.01 per X12-893:XML Transformation in US East (N. Virginia)","2025-01-01","0","Inf","Transformations","0.0100000000","USD","AWS B2B Data Interchange","AWSB2Bi","US East (N. Virginia)","AWS Region","USE1-LargeInboundTranslations","X12-893:XML","X12-893 (Large)","Default XML","us-east-1","AWS B2B Data Interchange",
"ARTRVPNQXMYTR8BD","JRTCKXETXF","ARTRVPNQXMYTR8BD.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.01 per X12-224:JSON Transformation in US East (N. Virginia)","2025-01-01","0","Inf","Transformations","0.0100000000","USD","AWS B2B Data Interchange","AWSB2Bi","US East (N. Virginia)","AWS Region","USE1-LargeInboundTranslations","X12-224:JSON","X12-224 (Large)","Default JSON","us-east-1","AWS B2B Data Interchange",
"ASDENGU9V2VD7B3X","JRTCKXETXF","ASDENGU9V2VD7B3X.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.01 per JSON:X12-811 Transformation in US East (N. Virginia)","2025-01-01","0","Inf","Transformations","0.0100000000","USD","AWS B2B Data Interchange","AWSB2Bi","US East (N. Virginia)","AWS Region","USE1-OutboundTranslations","JSON:X12-811","Default JSON","X12-811","us-east-1","AWS B2B Data Interchange",
"ASHB86V5YCM6PNWD","JRTCKXETXF","ASHB86V5YCM6PNWD.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.01 per X12-210:XML Transformation in US East (N. Virginia)","2025-01-01","0","Inf","Transformations","0.0100000000","USD","AWS B2B Data Interchange","AWSB2Bi","US East (N. Virginia)","AWS Region","USE1-InboundTranslations","X12-210:XML","X12-210","Default XML","us-east-1","AWS B2B Data Interchange",
"ASN9M3XFTEG2TGZD","JRTCKXETXF","ASN9M3XFTEG2TGZD.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.01 per X12-832:XML Transformation in US East (N. Virginia)","2025-01-01","0","Inf","Transformations","0.0100000000","USD","AWS B2B Data Interchange","AWSB2Bi","US East (N. Virginia)","AWS Region","USE1-InboundTranslations","X12-832:XML","X12-832","Default XML","us-east-1","AWS B2B Data Interchange",
"AT2WB8BVCERHPAS2","JRTCKXETXF","AT2WB8BVCERHPAS2.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.01 per XML:X12-602 Transformation in US East (N. Virginia)","2025-01-01","0","Inf","Transformations","0.0100000000","USD","AWS B2B Data Interchange","AWSB2Bi","US East (N. Virginia)","AWS Region","USE1-OutboundTranslations","XML:X12-602","Default XML","X12-602","us-east-1","AWS B2B Data Interchange",
"AUGBM96DUSE9DMHM","JRTCKXETXF","AUGBM96DUSE9DMHM.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.01 per X12-218:JSON Transformation in US East (N. Virginia)","2025-01-01","0","Inf","Transformations","0.0100000000","USD","AWS B2B Data Interchange","AWSB2Bi","US East (N. Virginia)","AWS Region","USE1-LargeInboundTranslations","X12-218:JSON","X12-218 (Large)","Default JSON","us-east-1","AWS B2B Data Interchange",
"AURP58W4BZNRX79P","JRTCKXETXF","AURP58W4BZNRX79P.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.01 per JSON:X12-304 Transformation in US East (N. Virginia)","2025-01-01","0","Inf","Transformations","0.0100000000","USD","AWS B2B Data Interchange","AWSB2Bi","US East (N. Virginia)","AWS Region","USE1-OutboundTranslations","JSON:X12-304","Default JSON","X12-304","us-east-1","AWS B2B Data Interchange",
"AVK8E3VBY8U89NM5","JRTCKXETXF","AVK8E3VBY8U89NM5.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.01 per JSON:X12-875 Transformation in US East (N. Virginia)","2025-01-01","0","Inf","Transformations","0.0100000000","USD","AWS B2B Data Interchange","AWSB2Bi","US East (N. Virginia)","AWS Region","USE1-LargeOutboundTranslations","JSON:X12-875","Default JSON (Large)","X12-875","us-east-1","AWS B2B Data Interchange",
"AWSUNW89WHU4QPRM","JRTCKXETXF","AWSUNW89WHU4QPRM.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.01 per X12-500:XML Transformation in US East (N. Virginia)","2025-01-01","0","Inf","Transformations","0.0100000000","USD","AWS B2B Data Interchange","AWSB2Bi","US East (N. Virginia)","AWS Region","USE1-LargeInboundTranslations","X12-500:XML","X12-500 (Large)","Default XML","us-east-1","AWS B2B Data Interchange",
"AWV9GMEZW2WVHGCB","JRTCKXETXF","AWV9GMEZW2WVHGCB.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.01 per JSON:X12-453 Transformation in US East (N. Virginia)","2025-01-01","0","Inf","Transformations","0.0100000000","USD","AWS B2B Data Interchange","AWSB2Bi","US East (N. Virginia)","AWS Region","USE1-LargeOutboundTranslations","JSON:X12-453","Default JSON (Large)","X12-453","us-east-1","AWS B2B Data Interchange",
"AX3Q7W5WCS6WGGTP","JRTCKXETXF","AX3Q7W5WCS6WGGTP.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.01 per X12-100:JSON Transformation in US East (N. Virginia)","2025-01-01","0","Inf","Transformations","0.0100000000","USD","AWS B2B Data Interchange","AWSB2Bi","US East (N. Virginia)","AWS Region","USE1-LargeInboundTranslations","X12-100:JSON","X12-100 (Large)","Default JSON","us-east-1","AWS B2B Data Interchange",
"AXJA4VEWJUW5Y5BP","JRTCKXETXF","AXJA4VEWJUW5Y5BP.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.01 per XML:X12-475 Transformation in US East (N. Virginia)","2025-01-01","0","Inf","Transformations","0.0100000000","USD","AWS B2B Data Interchange","AWSB2Bi","US East (N. Virginia)","AWS Region","USE1-LargeOutboundTranslations","XML:X12-475","Default XML (Large)","X12-475","us-east-1","AWS B2B Data Interchange",
"AZAAJGVUXQK23U59","JRTCKXETXF","AZAAJGVUXQK23U59.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.01 per XML:X12-223 Transformation in US East (N. Virginia)","2025-01-01","0","Inf","Transformations","0.0100000000","USD","AWS B2B Data Interchange","AWSB2Bi","US East (N. Virginia)","AWS Region","USE1-LargeOutboundTranslations","XML:X12-223","Default XML (Large)","X12-223","us-east-1","AWS B2B Data Interchange",
"AZMBJUSZGS9MNW8T","JRTCKXETXF","AZMBJUSZGS9MNW8T.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.01 per X12-837_X300:JSON Transformation in US East (N. Virginia)","2025-01-01","0","Inf","Transformations","0.0100000000","USD","AWS B2B Data Interchange","AWSB2Bi","US East (N. Virginia)","AWS Region","USE1-LargeInboundTranslations","X12-837_X300:JSON","X12-837_X300 (Large)","Default JSON","us-east-1","AWS B2B Data Interchange",
"AZS7N2AE8TJKJWZA","JRTCKXETXF","AZS7N2AE8TJKJWZA.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.01 per X12-103:JSON Transformation in US East (N. Virginia)","2025-01-01","0","Inf","Transformations","0.0100000000","USD","AWS B2B Data Interchange","AWSB2Bi","US East (N. Virginia)","AWS Region","USE1-InboundTranslations","X12-103:JSON","X12-103","Default JSON","us-east-1","AWS B2B Data Interchange",
"AZTFU96QWVUZNYQY","JRTCKXETXF","AZTFU96QWVUZNYQY.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.01 per XML:X12-830 Transformation in US East (N. Virginia)","2025-01-01","0","Inf","Transformations","0.0100000000","USD","AWS B2B Data Interchange","AWSB2Bi","US East (N. Virginia)","AWS Region","USE1-LargeOutboundTranslations","XML:X12-830","Default XML (Large)","X12-830","us-east-1","AWS B2B Data Interchange",
"B2EDB2GYSU7TZMM6","JRTCKXETXF","B2EDB2GYSU7TZMM6.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.01 per XML:X12-414 Transformation in US East (N. Virginia)","2025-01-01","0","Inf","Transformations","0.0100000000","USD","AWS B2B Data Interchange","AWSB2Bi","US East (N. Virginia)","AWS Region","USE1-OutboundTranslations","XML:X12-414","Default XML","X12-414","us-east-1","AWS B2B Data Interchange",
"B2HA42UNJK5R9JE4","JRTCKXETXF","B2HA42UNJK5R9JE4.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.01 per X12-812:XML Transformation in US East (N. Virginia)","2025-01-01","0","Inf","Transformations","0.0100000000","USD","AWS B2B Data Interchange","AWSB2Bi","US East (N. Virginia)","AWS Region","USE1-InboundTranslations","X12-812:XML","X12-812","Default XML","us-east-1","AWS B2B Data Interchange",
"B2ZPN3E4PYVHG6E9","JRTCKXETXF","B2ZPN3E4PYVHG6E9.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.01 per X12-861:JSON Transformation in US East (N. Virginia)","2025-01-01","0","Inf","Transformations","0.0100000000","USD","AWS B2B Data Interchange","AWSB2Bi","US East (N. Virginia)","AWS Region","USE1-LargeInboundTranslations","X12-861:JSON","X12-861 (Large)","Default JSON","us-east-1","AWS B2B Data Interchange",
"B326KHAAZYT56A88","JRTCKXETXF","B326KHAAZYT56A88.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.01 per X12-998:XML Transformation in US East (N. Virginia)","2025-01-01","0","Inf","Transformations","0.0100000000","USD","AWS B2B Data Interchange","AWSB2Bi","US East (N. Virginia)","AWS Region","USE1-LargeInboundTranslations","X12-998:XML","X12-998 (Large)","Default XML","us-east-1","AWS B2B Data Interchange",
"B3CRM32KX9THCP6Y","JRTCKXETXF","B3CRM32KX9THCP6Y.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.01 per XML:X12-869 Transformation in US East (N. Virginia)","2025-01-01","0","Inf","Transformations","0.0100000000","USD","AWS B2B Data Interchange","AWSB2Bi","US East (N. Virginia)","AWS Region","USE1-OutboundTranslations","XML:X12-869","Default XML","X12-869","us-east-1","AWS B2B Data Interchange",
"B42NCJEETFUJVPTD","JRTCKXETXF","B42NCJEETFUJVPTD.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.01 per JSON:X12-500 Transformation in US East (N. Virginia)","2025-01-01","0","Inf","Transformations","0.0100000000","USD","AWS B2B Data Interchange","AWSB2Bi","US East (N. Virginia)","AWS Region","USE1-LargeOutboundTranslations","JSON:X12-500","Default JSON (Large)","X12-500","us-east-1","AWS B2B Data Interchange",
"B46EYXP6SEB7Y4FR","JRTCKXETXF","B46EYXP6SEB7Y4FR.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.01 per JSON:X12-864 Transformation in US East (N. Virginia)","2025-01-01","0","Inf","Transformations","0.0100000000","USD","AWS B2B Data Interchange","AWSB2Bi","US East (N. Virginia)","AWS Region","USE1-OutboundTranslations","JSON:X12-864","Default JSON","X12-864","us-east-1","AWS B2B Data Interchange",
"B47A65HXF5W56XC5","JRTCKXETXF","B47A65HXF5W56XC5.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.01 per X12-834_X220:XML Transformation in US East (N. Virginia)","2025-01-01","0","Inf","Transformations","0.0100000000","USD","AWS B2B Data Interchange","AWSB2Bi","US East (N. Virginia)","AWS Region","USE1-LargeInboundTranslations","X12-834_X220:XML","X12-834_X220 (Large)","Default XML","us-east-1","AWS B2B Data Interchange",
"B4FR77WGJCCUNQB2","JRTCKXETXF","B4FR77WGJCCUNQB2.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.01 per XML:X12-260 Transformation in US East (N. Virginia)","2025-01-01","0","Inf","Transformations","0.0100000000","USD","AWS B2B Data Interchange","AWSB2Bi","US East (N. Virginia)","AWS Region","USE1-OutboundTranslations","XML:X12-260","Default XML","X12-260","us-east-1","AWS B2B Data Interchange",
