SKU,OfferTermCode,RateCode,TermType,PriceDescription,EffectiveDate,StartingRange,EndingRange,Unit,PricePerUnit,Currency,Product Family,serviceCode,Location,Location Type,Availability,Storage Class,Volume Type,Fee Code,Fee Description,Group,Group Description,Transfer Type,From Location,From Location Type,To Location,To Location Type,usageType,operation,Durability,From Region Code,Overhead,Region Code,serviceName,To Region Code
5Y28K4GEQUH6DRHM,JRTCKXETXF,5Y28K4GEQUH6DRHM.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.003 per GB flat fee for all bytes encrypted using Dual-Layer Server-Side Encryption in US East (N. Virginia),2025-05-01,0,Inf,GB,0.0030000000,USD,,AmazonS3,US East (N. Virginia),AWS Region,,,,,,S3-API-Dual-Encryption,Bytes Encrypted using Dual-Layer Server-Side Encryption,,,,,,S3DSSE-In-Bytes,,,,,us-east-1,Amazon Simple Storage Service,
68MN5223B554VQG6,JRTCKXETXF,68MN5223B554VQG6.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.00 per GB - US East (N. Virginia) Data Transfer for Replication Time Control to Europe (Spain),2025-05-01,0,Inf,GB,0.0000000000,USD,,AmazonS3,,,,,,,,,,InterRegion Inbound,US East (N. Virginia),AWS Region,Europe (Spain),AWS Region,USE1-EUS2-S3RTC-In-Bytes,,,us-east-1,,,Amazon Simple Storage Service,eu-south-2
69JBV7U9K7HN7YZT,JRTCKXETXF,69JBV7U9K7HN7YZT.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.00 per GB - US East (N. Virginia) Data Transfer for Replication Time Control to Asia Pacific (Sydney),2025-05-01,0,Inf,GB,0.0000000000,USD,,AmazonS3,,,,,,,,,,InterRegion Inbound,US East (N. Virginia),AWS Region,Asia Pacific (Sydney),AWS Region,APS2-USE1-S3RTC-In-Bytes,,,us-east-1,,,Amazon Simple Storage Service,ap-southeast-2
6BY9YBK8MTEUP7G3,JRTCKXETXF,6BY9YBK8MTEUP7G3.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.015 per GB - US East (N. Virginia) Data Transfer for Replication Time Control to Asia Pacific (Seoul),2025-05-01,0,Inf,GB,0.0150000000,USD,,AmazonS3,,,,,,,,,,InterRegion Outbound,US East (N. Virginia),AWS Region,Asia Pacific (Seoul),AWS Region,USE1-APN2-S3RTC-Out-Bytes,,,us-east-1,,,Amazon Simple Storage Service,ap-northeast-2
6DD6BQSKPEZCW45K,JRTCKXETXF,6DD6BQSKPEZCW45K.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.00 per GB - Asia Pacific (Mumbai) Data Transfer for Replication Time Control to US East (N. Virginia),2025-05-01,0,Inf,GB,0.0000000000,USD,,AmazonS3,,,,,,,,,,InterRegion Inbound,Asia Pacific (Mumbai),AWS Region,US East (N. Virginia),AWS Region,USE1-APS3-S3RTC-In-Bytes,,,ap-south-1,,,Amazon Simple Storage Service,us-east-1
6N4KQAG7UKQUMRC5,JRTCKXETXF,6N4KQAG7UKQUMRC5.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.002 per GB - for bytes scanned by S3 Select in Glacier Instant Retrieval,2025-05-01,0,Inf,GB,0.0020000000,USD,API Request,AmazonS3,US East (N. Virginia),AWS Region,,,,,,S3-API-GIR-Select-Scanned,Data Scanned by S3 Select in Glacier Instant Retrieval,,,,,,Select-Scanned-GIR-Bytes,,,,,us-east-1,Amazon Simple Storage Service,
6SB352TMAB2R4Z2N,JRTCKXETXF,6SB352TMAB2R4Z2N.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.015 per GB - Middle East (Bahrain) Data Transfer for Replication Time Control to US East (N. Virginia),2025-05-01,0,Inf,GB,0.0150000000,USD,,AmazonS3,,,,,,,,,,InterRegion Outbound,Middle East (Bahrain),AWS Region,US East (N. Virginia),AWS Region,MES1-USE1-S3RTC-Out-Bytes,,,me-south-1,,,Amazon Simple Storage Service,us-east-1
6W5WYC3WC8YGC2J3,JRTCKXETXF,6W5WYC3WC8YGC2J3.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.015 per GB - EU (Ireland) Data Transfer for Replication Time Control to US East (N. Virginia),2025-05-01,0,Inf,GB,0.0150000000,USD,,AmazonS3,,,,,,,,,,InterRegion Outbound,EU (Ireland),AWS Region,US East (N. Virginia),AWS Region,EU-USE1-S3RTC-Out-Bytes,,,eu-west-1,,,Amazon Simple Storage Service,us-east-1
6WKRC2AMC45PNCVZ,JRTCKXETXF,6WKRC2AMC45PNCVZ.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.1 per 10,000 GET and all other requests to Glacier Instant Retrieval,2025-05-01,0,Inf,Requests,0.0000100000,USD,API Request,AmazonS3,US East (N. Virginia),AWS Region,,,,,,S3-API-GIR-Tier2,GET and all other requests to Glacier Instant Retrieval,,,,,,Requests-GIR-Tier2,,,,,us-east-1,Amazon Simple Storage Service,
6WXMVB9A8P3W3KRJ,JRTCKXETXF,6WXMVB9A8P3W3KRJ.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.00 per GB - US East (N. Virginia) Data Transfer for Replication Time Control to EU (Frankfurt),2025-05-01,0,Inf,GB,0.0000000000,USD,,AmazonS3,,,,,,,,,,InterRegion Inbound,US East (N. Virginia),AWS Region,EU (Frankfurt),AWS Region,EUC1-USE1-S3RTC-In-Bytes,,,us-east-1,,,Amazon Simple Storage Service,eu-central-1
6YEEKYJHRRZK367H,JRTCKXETXF,6YEEKYJHRRZK367H.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.00 per GB - US East (N. Virginia) Data Transfer for Replication Time Control to Israel (Tel Aviv),2025-05-01,0,Inf,GB,0.0000000000,USD,,AmazonS3,,,,,,,,,,InterRegion Inbound,US East (N. Virginia),AWS Region,Israel (Tel Aviv),AWS Region,ILC1-USE1-S3RTC-In-Bytes,,,us-east-1,,,Amazon Simple Storage Service,il-central-1
6YWASJWACFZ3TNC4,JRTCKXETXF,6YWASJWACFZ3TNC4.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.03 per 1,000 PostObject requests to Glacier,2025-05-01,0,Inf,Requests,0.0000300000,USD,,AmazonS3,US East (N. Virginia),AWS Region,,,,,,S3-API-GLACIER-Tier1,POST requests to Glacier,,,,,,Requests-GLACIER-Tier1,PostObject,,,,us-east-1,Amazon Simple Storage Service,
6ZRHK2ZNCNPKY7VP,JRTCKXETXF,6ZRHK2ZNCNPKY7VP.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.0007 per GB - for bytes returned by S3 Select in Standard,2025-05-01,0,Inf,GB,0.0007000000,USD,API Request,AmazonS3,US East (N. Virginia),AWS Region,,,,,,S3-API-Select-Returned,Data Returned by S3 Select in Standard,,,,,,Select-Returned-Bytes,,,,,us-east-1,Amazon Simple Storage Service,
73EX4CDK9GT9M2PR,JRTCKXETXF,73EX4CDK9GT9M2PR.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.005 per 1,000 CopyPart to Glacier,2025-05-01,0,Inf,Requests,0.0000050000,USD,,AmazonS3,US East (N. Virginia),AWS Region,,,,,,S3-API-GLACIER-Tier1,CopyPart to Glacier,,,,,,Requests-GLACIER-Tier1,CopyPart,,,,us-east-1,Amazon Simple Storage Service,
7594RTQEE8ND34GA,JRTCKXETXF,7594RTQEE8ND34GA.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.01 per GB - flat fee for all bytes retrieved in Standard-Infrequent Access,2025-05-01,0,Inf,GB,0.0100000000,USD,API Request,AmazonS3,US East (N. Virginia),AWS Region,,,,,,S3-API-SIA-Retrieval,Object Retrieval in Standard-Infrequent Access,,,,,,Retrieval-SIA,,,,,us-east-1,Amazon Simple Storage Service,
76F4MXVFM65NSF6E,JRTCKXETXF,76F4MXVFM65NSF6E.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.0033 per GB - US East (Ohio) InterRegion Inbound Base Data Transfer for MRAP to US East (N. Virginia),2025-05-01,0,Inf,GB,0.0033000000,USD,,AmazonS3,,,,,,,,,,InterRegion Inbound,US East (Ohio),AWS Region,US East (N. Virginia),AWS Region,USE1-USE2-MRAP-In-Bytes,MRAP-Dtransfer,,us-east-2,,,Amazon Simple Storage Service,us-east-1
77RKDF27N7F4EGVE,JRTCKXETXF,77RKDF27N7F4EGVE.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.005 per 1,000 UploadPart for Replication Time Control to Glacier,2025-05-01,0,Inf,Requests,0.0000050000,USD,,AmazonS3,US East (N. Virginia),AWS Region,,,,,,S3-API-GLACIER-Tier1,UploadPart for Replication Time Control to Glacier,,,,,,Requests-GLACIER-Tier1,UploadPartReplTime,,,,us-east-1,Amazon Simple Storage Service,
7A7Y7N56P7X7BG7A,JRTCKXETXF,7A7Y7N56P7X7BG7A.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.015 per GB - US East (N. Virginia) Data Transfer for Replication Time Control to Canada West (Calgary),2025-05-01,0,Inf,GB,0.0150000000,USD,,AmazonS3,,,,,,,,,,InterRegion Outbound,US East (N. Virginia),AWS Region,Canada West (Calgary),AWS Region,USE1-CAN2-S3RTC-Out-Bytes,,,us-east-1,,,Amazon Simple Storage Service,ca-west-1
7D66C87ZCDVQY6B4,JRTCKXETXF,7D66C87ZCDVQY6B4.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.00 per GB - Asia Pacific (Jakarta) Data Transfer for Replication Time Control to US East (N. Virginia),2025-05-01,0,Inf,GB,0.0000000000,USD,,AmazonS3,,,,,,,,,,InterRegion Inbound,Asia Pacific (Jakarta),AWS Region,US East (N. Virginia),AWS Region,APS4-USE1-S3RTC-In-Bytes,,,ap-southeast-3,,,Amazon Simple Storage Service,us-east-1
7DR3RFK9W2W43KSC,JRTCKXETXF,7DR3RFK9W2W43KSC.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.0025 per 1,000 Objects per month in Intelligent-Tiering,2025-05-01,0,Inf,Objects,0.0000025000,USD,,AmazonS3,US East (N. Virginia),AWS Region,,,,S3-Monitoring and Automation-ObjectCount,Per object per month monitoring and automation fee for objects in Intelligent-Tiering,,,,,,,,Monitoring-Automation-INT,,,,,us-east-1,Amazon Simple Storage Service,
7G8CX7K9FGR9VY2K,JRTCKXETXF,7G8CX7K9FGR9VY2K.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.0 per API Requests for Requests-INT-AA-Tier5:RestoreObjectBulk in US East (N. Virginia),2025-05-01,0,Inf,API Requests,0.0000000000,USD,,AmazonS3,US East (N. Virginia),AWS Region,,,,,,S3-API-INT-AA-TIER5,Bulk INT Restore Requests,,,,,,USE1-Requests-INT-AA-Tier5,RestoreObjectBulk,,,,us-east-1,Amazon Simple Storage Service,
7JMAN8376CA8G2DG,JRTCKXETXF,7JMAN8376CA8G2DG.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.03 per 1,000 CreateAGInstance requests for S3 Access Grants,2025-05-01,0,Inf,Requests,0.0000300000,USD,,AmazonS3,US East (N. Virginia),AWS Region,,,,,,S3-API-Tier8,Access Grants Requests-CreateAGInstance,,,,,,Requests-Tier8,CreateAGInstance,,,,us-east-1,Amazon Simple Storage Service,
7M3K3ZQXZ77YEBAQ,JRTCKXETXF,7M3K3ZQXZ77YEBAQ.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.0033 per GB - EU (Ireland) InterRegion Inbound Base Data Transfer for MRAP to US East (N. Virginia),2025-05-01,0,Inf,GB,0.0033000000,USD,,AmazonS3,,,,,,,,,,InterRegion Inbound,EU (Ireland),AWS Region,US East (N. Virginia),AWS Region,USE1-EU-MRAP-In-Bytes,MRAP-Dtransfer,,eu-west-1,,,Amazon Simple Storage Service,us-east-1
7Q636ZV6MAFCTVUT,JRTCKXETXF,7Q636ZV6MAFCTVUT.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.00 per GB - US East (N. Virginia) Data Transfer for Replication Time Control to EU (Ireland),2025-05-01,0,Inf,GB,0.0000000000,USD,,AmazonS3,,,,,,,,,,InterRegion Inbound,US East (N. Virginia),AWS Region,EU (Ireland),AWS Region,EU-USE1-S3RTC-In-Bytes,,,us-east-1,,,Amazon Simple Storage Service,eu-west-1
7Q8ZATUMRNWEPNWW,JRTCKXETXF,7Q8ZATUMRNWEPNWW.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.01 per 1,000 transitions to One Zone-Infrequent Access,2025-05-01,0,Inf,Requests,0.0000100000,USD,,AmazonS3,US East (N. Virginia),AWS Region,,,,,,S3-API-Tier4,Lifecycle Transition Requests into One Zone-Infrequent Access,,,,,,Requests-Tier4,S3-ZIATransition,,,,us-east-1,Amazon Simple Storage Service,
7QBV9HJJ2HYT34GG,JRTCKXETXF,7QBV9HJJ2HYT34GG.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.10 per 1 million objects monitored in S3 Analytics,2025-05-01,0,Inf,Objects,0.0000001000,USD,Fee,AmazonS3,US East (N. Virginia),AWS Region,,,,S3-Analytics-ObjectCount,Per object fee for objects included in Analytics,,,,,,,,StorageAnalytics-ObjCount,,,,,us-east-1,Amazon Simple Storage Service,
7SBSSW2X4G324PNT,JRTCKXETXF,7SBSSW2X4G324PNT.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.015 per GB - US East (N. Virginia) Data Transfer for Replication Time Control to EU (Paris),2025-05-01,0,Inf,GB,0.0150000000,USD,,AmazonS3,,,,,,,,,,InterRegion Outbound,US East (N. Virginia),AWS Region,EU (Paris),AWS Region,USE1-EUW3-S3RTC-Out-Bytes,,,us-east-1,,,Amazon Simple Storage Service,eu-west-3
7XN9Y8CUERVPQJTJ,JRTCKXETXF,7XN9Y8CUERVPQJTJ.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.00 per GB - US East (N. Virginia) Data Transfer for Replication Time Control to Asia Pacific (Seoul),2025-05-01,0,Inf,GB,0.0000000000,USD,,AmazonS3,,,,,,,,,,InterRegion Inbound,US East (N. Virginia),AWS Region,Asia Pacific (Seoul),AWS Region,APN2-USE1-S3RTC-In-Bytes,,,us-east-1,,,Amazon Simple Storage Service,ap-northeast-2
82C5ZT9ZWUAFADKF,JRTCKXETXF,82C5ZT9ZWUAFADKF.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.00 per GB - US West (N. California) Data Transfer for Replication Time Control to US East (N. Virginia),2025-05-01,0,Inf,GB,0.0000000000,USD,,AmazonS3,,,,,,,,,,InterRegion Inbound,US West (N. California),AWS Region,US East (N. Virginia),AWS Region,USE1-USW1-S3RTC-In-Bytes,,,us-west-1,,,Amazon Simple Storage Service,us-east-1
82TFRVR9729PGTNP,JRTCKXETXF,82TFRVR9729PGTNP.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.00099 per Gigabyte Month for TimedStorage-INT-DAA-ByteHrs:IntelligentTieringDAAStorage in US East (N. Virginia),2025-05-01,0,Inf,GB-Mo,0.0009900000,USD,Storage,AmazonS3,US East (N. Virginia),AWS Region,N/A,Intelligent-Tiering,IntelligentTieringDeepArchiveAccess,,,,,,,,,,TimedStorage-INT-DAA-ByteHrs,,N/A,,,us-east-1,Amazon Simple Storage Service,
893YY33ZT2VG9JGZ,JRTCKXETXF,893YY33ZT2VG9JGZ.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.03 per GB - Expedited retrieval fee,2025-05-01,0,Inf,GB,0.0300000000,USD,Fee,AmazonS3,US East (N. Virginia),AWS Region,,,,S3-Expedited-Retrieval,Fee for Expedited Retrieval of data stored,,,,,,,,Expedited-Retrieval-Bytes,,,,,us-east-1,Amazon Simple Storage Service,
8NPJZ6HKG65SEDG9,JRTCKXETXF,8NPJZ6HKG65SEDG9.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.0033 per GB - Asia Pacific (Tokyo) InterRegion Outbound Base Data Transfer for MRAP to US East (N. Virginia),2025-05-01,0,Inf,GB,0.0033000000,USD,,AmazonS3,,,,,,,,,,InterRegion Outbound,Asia Pacific (Tokyo),AWS Region,US East (N. Virginia),AWS Region,APN1-USE1-MRAP-Out-Bytes,MRAP-Dtransfer,,ap-northeast-1,,,Amazon Simple Storage Service,us-east-1
8RQE8KQ6EXRB2ZFV,JRTCKXETXF,8RQE8KQ6EXRB2ZFV.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.015 per GB - US East (N. Virginia) Data Transfer for Replication Time Control to Asia Pacific (Osaka),2025-05-01,0,Inf,GB,0.0150000000,USD,,AmazonS3,,,,,,,,,,InterRegion Outbound,US East (N. Virginia),AWS Region,Asia Pacific (Osaka),AWS Region,USE1-APN3-S3RTC-Out-Bytes,,,us-east-1,,,Amazon Simple Storage Service,ap-northeast-3
8TZ8TFQACJ5EUFJE,JRTCKXETXF,8TZ8TFQACJ5EUFJE.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.03 per 1,000 ListAGLocations requests for S3 Access Grants,2025-05-01,0,Inf,Requests,0.0000300000,USD,,AmazonS3,US East (N. Virginia),AWS Region,,,,,,S3-API-Tier8,Access Grants Requests-ListAGLocations,,,,,,Requests-Tier8,ListAGLocations,,,,us-east-1,Amazon Simple Storage Service,
94G686TE2AYJ46ZF,JRTCKXETXF,94G686TE2AYJ46ZF.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.00 per GB - Europe (Spain) Data Transfer for Replication Time Control to US East (N. Virginia),2025-05-01,0,Inf,GB,0.0000000000,USD,,AmazonS3,,,,,,,,,,InterRegion Inbound,Europe (Spain),AWS Region,US East (N. Virginia),AWS Region,EUS2-USE1-S3RTC-In-Bytes,,,eu-south-2,,,Amazon Simple Storage Service,us-east-1
959VAGN3388JA9YG,JRTCKXETXF,959VAGN3388JA9YG.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.00 per GB - South America (Sao Paulo) Data Transfer for Replication Time Control to US East (N. Virginia),2025-05-01,0,Inf,GB,0.0000000000,USD,,AmazonS3,,,,,,,,,,InterRegion Inbound,South America (Sao Paulo),AWS Region,US East (N. Virginia),AWS Region,USE1-SAE1-S3RTC-In-Bytes,,,sa-east-1,,,Amazon Simple Storage Service,us-east-1
99AHEP6YCFFKSZA3,JRTCKXETXF,99AHEP6YCFFKSZA3.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.00113 per 1,000 PUT Requests/COPY/POST or LIST Requests to Express One Zone,2025-05-01,0,Inf,Requests,0.0000011300,USD,API Request,AmazonS3,US East (N. Virginia),AWS Region,,,,,,S3-API-XZ-Tier1,PUT/COPY/POST or LIST requests to Express One Zone,,,,,,Requests-XZ-Tier1,,,,,us-east-1,Amazon Simple Storage Service,
99GWNAFCBP2VSEX8,JRTCKXETXF,99GWNAFCBP2VSEX8.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.005 per 1,000 InitiateMultipartUpload requests to Glacier,2025-05-01,0,Inf,Requests,0.0000050000,USD,,AmazonS3,US East (N. Virginia),AWS Region,,,,,,S3-API-GLACIER-Tier1,InitiateMultipartUpload to Glacier,,,,,,Requests-GLACIER-Tier1,InitiateMultipartUpload,,,,us-east-1,Amazon Simple Storage Service,
9RUZMK64MV9CRWDK,JRTCKXETXF,9RUZMK64MV9CRWDK.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.00 per GB - US East (N. Virginia) Data Transfer for Replication Time Control to Asia Pacific (Singapore),2025-05-01,0,Inf,GB,0.0000000000,USD,,AmazonS3,,,,,,,,,,InterRegion Inbound,US East (N. Virginia),AWS Region,Asia Pacific (Singapore),AWS Region,APS1-USE1-S3RTC-In-Bytes,,,us-east-1,,,Amazon Simple Storage Service,ap-southeast-1
9TEEWFDK5MREETQR,JRTCKXETXF,9TEEWFDK5MREETQR.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.015 per GB - Middle East (UAE) Data Transfer for Replication Time Control to US East (N. Virginia),2025-05-01,0,Inf,GB,0.0150000000,USD,,AmazonS3,,,,,,,,,,InterRegion Outbound,Middle East (UAE),AWS Region,US East (N. Virginia),AWS Region,MEC1-USE1-S3RTC-Out-Bytes,,,me-central-1,,,Amazon Simple Storage Service,us-east-1
A4FWSH34HXG2XFBT,JRTCKXETXF,A4FWSH34HXG2XFBT.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.00 per GB - US East (N. Virginia) Data Transfer for Replication Time Control to EU (Stockholm),2025-05-01,0,Inf,GB,0.0000000000,USD,,AmazonS3,,,,,,,,,,InterRegion Inbound,US East (N. Virginia),AWS Region,EU (Stockholm),AWS Region,EUN1-USE1-S3RTC-In-Bytes,,,us-east-1,,,Amazon Simple Storage Service,eu-north-1
A7H7XF97DJ8B38D7,JRTCKXETXF,A7H7XF97DJ8B38D7.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.00 per GB - US East (N. Virginia) Data Transfer for Replication Time Control to South America (Sao Paulo),2025-05-01,0,Inf,GB,0.0000000000,USD,,AmazonS3,,,,,,,,,,InterRegion Inbound,US East (N. Virginia),AWS Region,South America (Sao Paulo),AWS Region,SAE1-USE1-S3RTC-In-Bytes,,,us-east-1,,,Amazon Simple Storage Service,sa-east-1
AN5EZ2TZ6YQYF8CE,JRTCKXETXF,AN5EZ2TZ6YQYF8CE.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.015 per GB  - US East (N. Virginia) Data Transfer for Replication Time Control to Asia Pacific (Jakarta),2025-05-01,0,Inf,GB,0.0150000000,USD,,AmazonS3,,,,,,,,,,InterRegion Outbound,US East (N. Virginia),AWS Region,Asia Pacific (Jakarta),AWS Region,USE1-APS4-S3RTC-Out-Bytes,,,us-east-1,,,Amazon Simple Storage Service,ap-southeast-3
AUXZJX5BGC5ZKGGU,JRTCKXETXF,AUXZJX5BGC5ZKGGU.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.004 per 10,000 GET and all other requests to Intelligent-Tiering,2025-05-01,0,Inf,Requests,0.0000004000,USD,,AmazonS3,US East (N. Virginia),AWS Region,,,,,,S3-API-INT-Tier2,GET and all other requests to Intelligent-Tiering,,,,,,Requests-INT-Tier2,,,,,us-east-1,Amazon Simple Storage Service,
AVHPNKWHP35GZ5ZH,JRTCKXETXF,AVHPNKWHP35GZ5ZH.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.0036 per GB/month prorated for Glacier Early Delete,2025-05-01,0,Inf,GB-Mo,0.0036000000,USD,Fee,AmazonS3,US East (N. Virginia),AWS Region,,,,Glacier:EarlyDelete,Pro-rated fee for deleting items prior to 90 days,,,,,,,,EarlyDelete-ByteHrs,,,,,us-east-1,Amazon Simple Storage Service,
AYKVP73KH35M9JW6,JRTCKXETXF,AYKVP73KH35M9JW6.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.015 per GB - EU (Paris) Data Transfer for Replication Time Control to US East (N. Virginia),2025-05-01,0,Inf,GB,0.0150000000,USD,,AmazonS3,,,,,,,,,,InterRegion Outbound,EU (Paris),AWS Region,US East (N. Virginia),AWS Region,EUW3-USE1-S3RTC-Out-Bytes,,,eu-west-3,,,Amazon Simple Storage Service,us-east-1
AZ9YGD53HKRJ45XZ,JRTCKXETXF,AZ9YGD53HKRJ45XZ.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.0033 per GB - EU (Frankfurt) InterRegion Outbound Base Data Transfer for MRAP to US East (N. Virginia),2025-05-01,0,Inf,GB,0.0033000000,USD,,AmazonS3,,,,,,,,,,InterRegion Outbound,EU (Frankfurt),AWS Region,US East (N. Virginia),AWS Region,EUC1-USE1-MRAP-Out-Bytes,MRAP-Dtransfer,,eu-central-1,,,Amazon Simple Storage Service,us-east-1
AZKVHVH3J9RBZEVM,JRTCKXETXF,AZKVHVH3J9RBZEVM.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.00003 per 1,000 GET and All Other Requests to Express One Zone,2025-05-01,0,Inf,Requests,0.0000000300,USD,API Request,AmazonS3,US East (N. Virginia),AWS Region,,,,,,S3-API-XZ-Tier2,GET and all other requests to Express One Zone,,,,,,Requests-XZ-Tier2,,,,,us-east-1,Amazon Simple Storage Service,
B6K598G5FZDWHCE4,JRTCKXETXF,B6K598G5FZDWHCE4.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.015 per GB - US East (N. Virginia) Data Transfer for Replication Time Control to US East (Ohio),2025-05-01,0,Inf,GB,0.0150000000,USD,,AmazonS3,,,,,,,,,,InterRegion Outbound,US East (N. Virginia),AWS Region,US East (Ohio),AWS Region,USE1-USE2-S3RTC-Out-Bytes,,,us-east-1,,,Amazon Simple Storage Service,us-east-2
B7AD99B3N6FTT9TR,JRTCKXETXF,B7AD99B3N6FTT9TR.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.01 per 1,000 PUT,COPY,POST or LIST requests to One Zone-Infrequent Access,2025-05-01,0,Inf,Requests,0.0000100000,USD,API Request,AmazonS3,US East (N. Virginia),AWS Region,,,,,,S3-API-ZIA-Tier1,PUT/COPY/POST or LIST requests to One Zone-Infrequent Access,,,,,,Requests-ZIA-Tier1,,,,,us-east-1,Amazon Simple Storage Service,
BAQJZERRSBR8WECD,JRTCKXETXF,BAQJZERRSBR8WECD.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.0033 per GB - US West (Oregon) InterRegion Outbound Base Data Transfer for MRAP to US East (N. Virginia),2025-05-01,0,Inf,GB,0.0033000000,USD,,AmazonS3,,,,,,,,,,InterRegion Outbound,US West (Oregon),AWS Region,US East (N. Virginia),AWS Region,USW2-USE1-MRAP-Out-Bytes,MRAP-Dtransfer,,us-west-2,,,Amazon Simple Storage Service,us-east-1
BBPZVGKM9PCPSXTT,JRTCKXETXF,BBPZVGKM9PCPSXTT.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.03 per GB for Expedited-Retrieval-Bytes:IntAARestoreObject in US East (N. Virginia),2025-05-01,0,Inf,GB,0.0300000000,USD,,AmazonS3,US East (N. Virginia),AWS Region,,,,,,INT-AA-RestoreObject,Expedited INT Retrieval,,,,,,USE1-Expedited-Retrieval-Bytes,IntAARestoreObject,,,,us-east-1,Amazon Simple Storage Service,
BU6E56RCJ4W9R2CA,JRTCKXETXF,BU6E56RCJ4W9R2CA.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.015 per GB - US East (N. Virginia) Data Transfer for Replication Time Control to Asia Pacific (Mumbai),2025-05-01,0,Inf,GB,0.0150000000,USD,,AmazonS3,,,,,,,,,,InterRegion Outbound,US East (N. Virginia),AWS Region,Asia Pacific (Mumbai),AWS Region,USE1-APS3-S3RTC-Out-Bytes,,,us-east-1,,,Amazon Simple Storage Service,ap-south-1
BUS5A6KXQNHDMERS,JRTCKXETXF,BUS5A6KXQNHDMERS.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.01 per 1,000 transitions to Intelligent Tiering,2025-05-01,0,Inf,Requests,0.0000100000,USD,,AmazonS3,US East (N. Virginia),AWS Region,,,,,,S3-API-Tier4,Lifecycle Transition Requests into Intelligent-Tiering,,,,,,Requests-Tier4,S3-INTTransition,,,,us-east-1,Amazon Simple Storage Service,
BVKC7GC35NE8G4BA,JRTCKXETXF,BVKC7GC35NE8G4BA.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.005 per 1,000 PUT Requests/COPY/POST or LIST Requests to S3 Table Buckets in US East (N. Virginia),2025-05-01,0,Inf,Requests,0.0000050000,USD,,AmazonS3,US East (N. Virginia),AWS Region,,,,,,S3-API-Tables-Tier1,PUT/COPY/POST or LIST requests to S3 Table Buckets,,,,,,Tables-Requests-Tier1,,,,,us-east-1,Amazon Simple Storage Service,
