SKU,OfferTermCode,RateCode,TermType,PriceDescription,EffectiveDate,StartingRange,EndingRange,Unit,PricePerUnit,Currency,RelatedTo,Product Family,serviceCode,Location,Location Type,usageType,operation,API Category,Duration,M2M Category,Region Code,serviceName
25ACPW396WCQWGD9,JRTCKXETXF,25ACPW396WCQWGD9.JRTCKXETXF.6YS6EN2CT7,OnDemand,USD 45.00 per RPS-Month incremental RPS for UserCreation (partial month) for users in US East (N. Virginia),2025-03-01,0,Inf,CognitoUserPoolsRPSMo,45.0000000000,USD,,User Pool RPS,AmazonCognito,US East (N. Virginia),AWS Region,USE1-CognitoUserCreationRPSPartial,CognitoRPSOperation,UserCreation,Partial,,us-east-1,Amazon Cognito
2WR3V6FCY7KB2YY6,JRTCKXETXF,2WR3V6FCY7KB2YY6.JRTCKXETXF.6YS6EN2CT7,OnDemand,USD 20.00 per RPS-Month incremental RPS for UserRead (full month) for users in US East (N. Virginia),2025-03-01,0,Inf,CognitoUserPoolsRPSMo,20.0000000000,USD,,User Pool RPS,AmazonCognito,US East (N. Virginia),AWS Region,USE1-CognitoUserReadRPSFull,CognitoRPSOperation,UserRead,Full,,us-east-1,Amazon Cognito
35WAS3YQUZX28BKP,JRTCKXETXF,35WAS3YQUZX28BKP.JRTCKXETXF.ETY2894C67,OnDemand,USD 6.00 per client credential flow app client,pro-rated by the second,in tier 1  in US East (N. Virginia),2025-03-01,0,100,CognitoUserPools-M2MAppClientMo,6.0000000000,USD,,User Pools M2M,AmazonCognito,US East (N. Virginia),AWS Region,USE1-CUPM2MAppClientsFull,CognitoUserPoolsM2MAppClientOp,,Full,AppClients,us-east-1,Amazon Cognito
35WAS3YQUZX28BKP,JRTCKXETXF,35WAS3YQUZX28BKP.JRTCKXETXF.WQ4TY4VCYZ,OnDemand,USD 3.00 per client credential flow app client,pro-rated by the second,in tier 2  in US East (N. Virginia),2025-03-01,100,500,CognitoUserPools-M2MAppClientMo,3.0000000000,USD,,User Pools M2M,AmazonCognito,US East (N. Virginia),AWS Region,USE1-CUPM2MAppClientsFull,CognitoUserPoolsM2MAppClientOp,,Full,AppClients,us-east-1,Amazon Cognito
35WAS3YQUZX28BKP,JRTCKXETXF,35WAS3YQUZX28BKP.JRTCKXETXF.TAV9HKW45C,OnDemand,USD 1.50 per client credential flow app client,pro-rated by the second,in tier 3  in US East (N. Virginia),2025-03-01,500,Inf,CognitoUserPools-M2MAppClientMo,1.5000000000,USD,,User Pools M2M,AmazonCognito,US East (N. Virginia),AWS Region,USE1-CUPM2MAppClientsFull,CognitoUserPoolsM2MAppClientOp,,Full,AppClients,us-east-1,Amazon Cognito
4BHV4KQCJV5CNACS,JRTCKXETXF,4BHV4KQCJV5CNACS.JRTCKXETXF.6YS6EN2CT7,OnDemand,USD 20.00 per RPS-Month incremental RPS for UserResourceRead (full month) for users in US East (N. Virginia),2025-03-01,0,Inf,CognitoUserPoolsRPSMo,20.0000000000,USD,,User Pool RPS,AmazonCognito,US East (N. Virginia),AWS Region,USE1-CognitoUserResourceReadRPSFull,CognitoRPSOperation,UserResourceRead,Full,,us-east-1,Amazon Cognito
5S5DXFP6S546YWE5,JRTCKXETXF,5S5DXFP6S546YWE5.JRTCKXETXF.6YS6EN2CT7,OnDemand,USD 0.00 per RPS-Month incremental RPS for UserResourceUpdate (exempt) for users in US East (N. Virginia),2025-03-01,0,Inf,CognitoUserPoolsRPSMo,0.0000000000,USD,,User Pool RPS,AmazonCognito,US East (N. Virginia),AWS Region,USE1-CognitoUserResourceUpdateRPSFree,CognitoRPSOperation,UserResourceUpdate,Free,,us-east-1,Amazon Cognito
6DP4GAMQ3N5AD44M,JRTCKXETXF,6DP4GAMQ3N5AD44M.JRTCKXETXF.6YS6EN2CT7,OnDemand,USD 20.00 per RPS-Month incremental RPS for UserUpdate (full month) for users in US East (N. Virginia),2025-03-01,0,Inf,CognitoUserPoolsRPSMo,20.0000000000,USD,,User Pool RPS,AmazonCognito,US East (N. Virginia),AWS Region,USE1-CognitoUserUpdateRPSFull,CognitoRPSOperation,UserUpdate,Full,,us-east-1,Amazon Cognito
8JTRAZAPKBCWMQFS,JRTCKXETXF,8JTRAZAPKBCWMQFS.JRTCKXETXF.6YS6EN2CT7,OnDemand,USD 0.00 per RPS-Month incremental RPS for UserToken (exempt) for users in US East (N. Virginia),2025-03-01,0,Inf,CognitoUserPoolsRPSMo,0.0000000000,USD,,User Pool RPS,AmazonCognito,US East (N. Virginia),AWS Region,USE1-CognitoUserTokenRPSFree,CognitoRPSOperation,UserToken,Free,,us-east-1,Amazon Cognito
8SDYCDA4W9NFS4DM,JRTCKXETXF,8SDYCDA4W9NFS4DM.JRTCKXETXF.6YS6EN2CT7,OnDemand,USD 20.00 per RPS-Month incremental RPS for UserFederation (full month) for users in US East (N. Virginia),2025-03-01,0,Inf,CognitoUserPoolsRPSMo,20.0000000000,USD,,User Pool RPS,AmazonCognito,US East (N. Virginia),AWS Region,USE1-CognitoUserFederationRPSFull,CognitoRPSOperation,UserFederation,Full,,us-east-1,Amazon Cognito
AH8UFFURUFH2VCD9,A429C66SYZ,AH8UFFURUFH2VCD9.A429C66SYZ.A6VD9GXV7W,OnDemand,Cognito  global free tier pricing,2025-03-01,0,10000,CognitoUserPoolsMAU,0.0000000000,USD,,Amazon Cognito - Essentials,AmazonCognito,Any,AWS Region,Global-CognitoFreeTierMAU,,,,,,Amazon Cognito
AHC5TTB3FPN66Z9A,JRTCKXETXF,AHC5TTB3FPN66Z9A.JRTCKXETXF.6YS6EN2CT7,OnDemand,USD 0.00 per RPS-Month incremental RPS for UserAccountRecovery (exempt) for users in US East (N. Virginia),2025-03-01,0,Inf,CognitoUserPoolsRPSMo,0.0000000000,USD,,User Pool RPS,AmazonCognito,US East (N. Virginia),AWS Region,USE1-CognitoUserAccountRecoveryRPSFree,CognitoRPSOperation,UserAccountRecovery,Free,,us-east-1,Amazon Cognito
BHGRRBF7KU9BU88Q,JRTCKXETXF,BHGRRBF7KU9BU88Q.JRTCKXETXF.6YS6EN2CT7,OnDemand,USD 0.00 per RPS-Month incremental RPS for UserFederation (exempt) for users in US East (N. Virginia),2025-03-01,0,Inf,CognitoUserPoolsRPSMo,0.0000000000,USD,,User Pool RPS,AmazonCognito,US East (N. Virginia),AWS Region,USE1-CognitoUserFederationRPSFree,CognitoRPSOperation,UserFederation,Free,,us-east-1,Amazon Cognito
CJZF76THGG3FHAZW,JRTCKXETXF,CJZF76THGG3FHAZW.JRTCKXETXF.6YS6EN2CT7,OnDemand,USD 45.00 per RPS-Month incremental RPS for UserRead (partial month) for users in US East (N. Virginia),2025-03-01,0,Inf,CognitoUserPoolsRPSMo,45.0000000000,USD,,User Pool RPS,AmazonCognito,US East (N. Virginia),AWS Region,USE1-CognitoUserReadRPSPartial,CognitoRPSOperation,UserRead,Partial,,us-east-1,Amazon Cognito
DCBAGXQXAXYVFUAP,JRTCKXETXF,DCBAGXQXAXYVFUAP.JRTCKXETXF.6YS6EN2CT7,OnDemand,USD 0.00 per RPS-Month incremental RPS for UserAuthentication (exempt) for users in US East (N. Virginia),2025-03-01,0,Inf,CognitoUserPoolsRPSMo,0.0000000000,USD,,User Pool RPS,AmazonCognito,US East (N. Virginia),AWS Region,USE1-CognitoUserAuthenticationRPSFree,CognitoRPSOperation,UserAuthentication,Free,,us-east-1,Amazon Cognito
DQ5U6QMBCP3ZD8TR,JRTCKXETXF,DQ5U6QMBCP3ZD8TR.JRTCKXETXF.6YS6EN2CT7,OnDemand,USD 45.00 per RPS-Month incremental RPS for UserAuthentication (partial month) for users in US East (N. Virginia),2025-03-01,0,Inf,CognitoUserPoolsRPSMo,45.0000000000,USD,,User Pool RPS,AmazonCognito,US East (N. Virginia),AWS Region,USE1-CognitoUserAuthenticationRPSPartial,CognitoRPSOperation,UserAuthentication,Partial,,us-east-1,Amazon Cognito
EY9QB3PMSYTP6DZ2,A429C66SYZ,EY9QB3PMSYTP6DZ2.A429C66SYZ.ZRBZXHZTV5,OnDemand,Cognito User Pools global enterprise users free tier pricing,2025-03-01,0,50,CognitoUserPoolsMAU,0.0000000000,USD,,User Pool Enterprise MAU,AmazonCognito,Any,AWS Region,Globalv1-CognitoEnterpriseMAU,CognitoEnterpriseOperation,,,,,Amazon Cognito
FVX33FFPNZBK2XQ9,JRTCKXETXF,FVX33FFPNZBK2XQ9.JRTCKXETXF.6YS6EN2CT7,OnDemand,USD 0.00 per RPS-Month incremental RPS for UserResourceRead (exempt) for users in US East (N. Virginia),2025-03-01,0,Inf,CognitoUserPoolsRPSMo,0.0000000000,USD,,User Pool RPS,AmazonCognito,US East (N. Virginia),AWS Region,USE1-CognitoUserResourceReadRPSFree,CognitoRPSOperation,UserResourceRead,Free,,us-east-1,Amazon Cognito
GH74CGFRXTXY2YZF,JRTCKXETXF,GH74CGFRXTXY2YZF.JRTCKXETXF.6YS6EN2CT7,OnDemand,USD 20.00 per RPS-Month incremental RPS for UserToken (full month) for users in US East (N. Virginia),2025-03-01,0,Inf,CognitoUserPoolsRPSMo,20.0000000000,USD,,User Pool RPS,AmazonCognito,US East (N. Virginia),AWS Region,USE1-CognitoUserTokenRPSFull,CognitoRPSOperation,UserToken,Full,,us-east-1,Amazon Cognito
GTCGC4B8NZXEEMAT,JRTCKXETXF,GTCGC4B8NZXEEMAT.JRTCKXETXF.6YS6EN2CT7,OnDemand,USD 20.00 per RPS-Month incremental RPS for UserCreation (full month) for users in US East (N. Virginia),2025-03-01,0,Inf,CognitoUserPoolsRPSMo,20.0000000000,USD,,User Pool RPS,AmazonCognito,US East (N. Virginia),AWS Region,USE1-CognitoUserCreationRPSFull,CognitoRPSOperation,UserCreation,Full,,us-east-1,Amazon Cognito
JD5F622TZMWCHH7P,JRTCKXETXF,JD5F622TZMWCHH7P.JRTCKXETXF.6YS6EN2CT7,OnDemand,USD 45.00 per RPS-Month incremental RPS for UserUpdate (partial month) for users in US East (N. Virginia),2025-03-01,0,Inf,CognitoUserPoolsRPSMo,45.0000000000,USD,,User Pool RPS,AmazonCognito,US East (N. Virginia),AWS Region,USE1-CognitoUserUpdateRPSPartial,CognitoRPSOperation,UserUpdate,Partial,,us-east-1,Amazon Cognito
JRGNUYCVEBKA6U9J,A429C66SYZ,JRGNUYCVEBKA6U9J.A429C66SYZ.ZM2XF3EGYR,OnDemand,Cognito User Pools global free tier pricing,2025-03-01,0,50000,CognitoUserPoolsMAU,0.0000000000,USD,,User Pool MAU,AmazonCognito,Any,AWS Region,Global-CognitoUserPoolMAU,CognitoUserPoolsOperation,,,,,Amazon Cognito
KHSYYUADDC9Q7REG,JRTCKXETXF,KHSYYUADDC9Q7REG.JRTCKXETXF.6YS6EN2CT7,OnDemand,Cognito Plus us-east-1 tier 1 pricing,2025-03-01,0,Inf,CognitoUserPoolsMAU,0.0200000000,USD,,Amazon Cognito - Plus,AmazonCognito,US East (N. Virginia),AWS Region,USE1-CognitoPlusMAU,CognitoPlusOperation,,,,us-east-1,Amazon Cognito
KJ43FVXAVBF9KXBH,JRTCKXETXF,KJ43FVXAVBF9KXBH.JRTCKXETXF.6YS6EN2CT7,OnDemand,USD 0.00 per RPS-Month incremental RPS for UserRead (exempt) for users in US East (N. Virginia),2025-03-01,0,Inf,CognitoUserPoolsRPSMo,0.0000000000,USD,,User Pool RPS,AmazonCognito,US East (N. Virginia),AWS Region,USE1-CognitoUserReadRPSFree,CognitoRPSOperation,UserRead,Free,,us-east-1,Amazon Cognito
